track_ID,track_name,track_type,shape,surface,length_miles,aerial_image_url,latitude,longitude,city,state_abbr,country_name,promotion_ID,season,promotion_name,track_promotion_event_ID,event_name,event_date,event_status,race_event_ID,race_name,season_race_no,money_for_win,feature_num_laps,weather,track_conditions,race_status,time_status,series
6333,Williams Grove Speedway,Semi Banked; Paperclip Oval,Paperclip,Clay,0.512,https://dv51o5gtpfm3w.cloudfront.net/WILLIAMS-GROVE.jpg,40.15544,-77.0336,Mechanicsburg,PA,United States,5996708,2026,World of Outlaws National Open,4549515,World of Outlaws J&S Classics National Open,2026-10-03,Published,722471,,,75000.00,,,,Scheduled,future,sprint_car
6248,Lincoln Park Speedway,Semi-Banked,Oval,Dirt,0.243,https://dv51o5gtpfm3w.cloudfront.net/LincolnPark.jpg,39.576247,-86.869857,Putnamville,IN,United States,5996817,2026,World of Outlaws Cushion Capital Clash,4549659,World of Outlaws Cushion Capital Clash,2026-10-16,Published,722636,,,12000.00,,,,Scheduled,future,sprint_car
6482,Texarkana 67 Speedway,Semi-Banked,Oval,Dirt,0.298,,33.53486,-93.91022,Texarkana,AR,United States,5996807,2026,World of Outlaws Jason Johnson Classic,4549654,World of Outlaws Jason Johnson Classic,2026-10-23,Published,722634,,,20000.00,,,,Scheduled,future,sprint_car
6482,Texarkana 67 Speedway,Semi-Banked,Oval,Dirt,0.298,,33.53486,-93.91022,Texarkana,AR,United States,5996807,2026,World of Outlaws Jason Johnson Classic,4549999,World of Outlaws Short Track Nationals,2026-10-24,Published,723244,,,25000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549483,World of Outlaws World Finals,2026-11-04,Published,722319,,,,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549483,World of Outlaws World Finals,2026-11-04,Published,722320,,,,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549483,World of Outlaws World Finals,2026-11-04,Published,722321,,,,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549484,World of Outlaws World Finals,2026-11-05,Published,722322,,,15000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549484,World of Outlaws World Finals,2026-11-05,Published,722323,,,15000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549484,World of Outlaws World Finals,2026-11-05,Published,722324,,,,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549485,World of Outlaws World Finals,2026-11-06,Published,722325,,,15000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549485,World of Outlaws World Finals,2026-11-06,Published,722326,,,15000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549485,World of Outlaws World Finals,2026-11-06,Published,722327,,,,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549486,World of Outlaws World Finals,2026-11-07,Published,722328,,,25000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549486,World of Outlaws World Finals,2026-11-07,Published,722329,,,30000.00,,,,Scheduled,future,sprint_car
6315,The Dirt Track at Charlotte,Semi Banked,Oval,Red Clay,0.386,,35.35851884135107,-80.68411120049268,Concord,NC,United States,5996692,2026,World of Outlaws World Finals,4549486,World of Outlaws World Finals,2026-11-07,Published,722330,,,,,,,Scheduled,future,sprint_car
